Date,Temperature_C,Temperature_F
4/30/2019 21:25,16.6,61.88
4/30/2019 21:30,16.69,62.042
4/30/2019 21:35,16.69,62.042
4/30/2019 21:40,16.73,62.114
4/30/2019 21:45,16.73,62.114
4/30/2019 21:50,16.73,62.114
4/30/2019 21:55,16.73,62.114
4/30/2019 22:00,16.9,62.42
4/30/2019 22:05,16.86,62.348
4/30/2019 22:10,16.9,62.42
4/30/2019 22:15,16.73,62.114
4/30/2019 22:20,16.56,61.808
4/30/2019 22:25,16.6,61.88
4/30/2019 22:30,16.64,61.952
4/30/2019 22:35,16.51,61.718
4/30/2019 22:40,16.51,61.718
4/30/2019 22:45,16.47,61.646
4/30/2019 22:50,16.43,61.574
4/30/2019 22:55,16.3,61.34
4/30/2019 23:00,16.21,61.178
4/30/2019 23:05,16.13,61.034
4/30/2019 23:10,16.08,60.944
4/30/2019 23:15,16,60.8
4/30/2019 23:20,15.96,60.728
4/30/2019 23:25,15.87,60.566
4/30/2019 23:30,15.83,60.494
4/30/2019 23:35,15.74,60.332
4/30/2019 23:40,15.7,60.26
4/30/2019 23:45,15.57,60.026
4/30/2019 23:50,15.57,60.026
4/30/2019 23:55,15.48,59.864
5/1/2019 0:00,15.44,59.792
5/1/2019 0:05,15.4,59.72
5/1/2019 0:10,15.31,59.558
5/1/2019 0:15,15.27,59.486
5/1/2019 0:20,15.23,59.414
5/1/2019 0:25,15.23,59.414
5/1/2019 0:30,15.18,59.324
5/1/2019 0:35,15.14,59.252
5/1/2019 0:40,15.1,59.18
5/1/2019 0:45,15.06,59.108
5/1/2019 0:50,15.01,59.018
5/1/2019 0:55,14.97,58.946
5/1/2019 1:00,14.97,58.946
5/1/2019 1:05,14.97,58.946
5/1/2019 1:10,14.93,58.874
5/1/2019 1:15,14.93,58.874
5/1/2019 1:20,14.88,58.784
5/1/2019 1:25,14.93,58.874
5/1/2019 1:30,14.88,58.784
5/1/2019 1:35,14.88,58.784
5/1/2019 1:40,14.8,58.64
5/1/2019 1:45,14.8,58.64
5/1/2019 1:50,14.75,58.55
5/1/2019 1:55,14.75,58.55
5/1/2019 2:00,14.63,58.334
5/1/2019 2:05,14.54,58.172
5/1/2019 2:10,14.58,58.244
5/1/2019 2:15,14.5,58.1
5/1/2019 2:20,14.5,58.1
5/1/2019 2:25,14.37,57.866
5/1/2019 2:30,14.45,58.01
5/1/2019 2:35,14.45,58.01
5/1/2019 2:40,14.33,57.794
5/1/2019 2:45,14.28,57.704
5/1/2019 2:50,14.2,57.56
5/1/2019 2:55,14.2,57.56
5/1/2019 3:00,14.2,57.56
5/1/2019 3:05,14.2,57.56
5/1/2019 3:10,14.15,57.47
5/1/2019 3:15,14.07,57.326
5/1/2019 3:20,13.98,57.164
5/1/2019 3:25,14.03,57.254
5/1/2019 3:30,14.03,57.254
5/1/2019 3:35,14.07,57.326
5/1/2019 3:40,14.07,57.326
5/1/2019 3:45,14.03,57.254
5/1/2019 3:50,14.03,57.254
5/1/2019 3:55,13.98,57.164
5/1/2019 4:00,13.9,57.02
5/1/2019 4:05,13.85,56.93
5/1/2019 4:10,13.98,57.164
5/1/2019 4:15,13.98,57.164
5/1/2019 4:20,13.9,57.02
5/1/2019 4:25,13.81,56.858
5/1/2019 4:30,13.85,56.93
5/1/2019 4:35,13.9,57.02
5/1/2019 4:40,13.9,57.02
5/1/2019 4:45,13.9,57.02
5/1/2019 4:50,13.81,56.858
5/1/2019 4:55,13.81,56.858
5/1/2019 5:00,13.77,56.786
5/1/2019 5:05,13.77,56.786
5/1/2019 5:10,13.73,56.714
5/1/2019 5:15,13.73,56.714
5/1/2019 5:20,13.64,56.552
5/1/2019 5:25,13.73,56.714
5/1/2019 5:30,13.68,56.624
5/1/2019 5:35,13.64,56.552
5/1/2019 5:40,13.64,56.552
5/1/2019 5:45,13.64,56.552
5/1/2019 5:50,13.6,56.48
5/1/2019 5:55,13.55,56.39
5/1/2019 6:00,13.6,56.48
5/1/2019 6:05,13.55,56.39
5/1/2019 6:10,13.51,56.318
5/1/2019 6:15,13.43,56.174
5/1/2019 6:20,13.47,56.246
5/1/2019 6:25,13.38,56.084
5/1/2019 6:30,13.38,56.084
5/1/2019 6:35,13.38,56.084
5/1/2019 6:40,13.43,56.174
5/1/2019 6:45,13.38,56.084
5/1/2019 6:50,13.38,56.084
5/1/2019 6:55,13.3,55.94
5/1/2019 7:00,13.34,56.012
5/1/2019 7:05,13.34,56.012
5/1/2019 7:10,13.3,55.94
5/1/2019 7:15,13.25,55.85
5/1/2019 7:20,13.25,55.85
5/1/2019 7:25,13.12,55.616
5/1/2019 7:30,13.17,55.706
5/1/2019 7:35,13.04,55.472
5/1/2019 7:40,13.12,55.616
5/1/2019 7:45,13.08,55.544
5/1/2019 7:50,13.12,55.616
5/1/2019 7:55,13.08,55.544
5/1/2019 8:00,13.08,55.544
5/1/2019 8:05,13,55.4
5/1/2019 8:10,13.04,55.472
5/1/2019 8:15,13,55.4
5/1/2019 8:20,13,55.4
5/1/2019 8:25,13,55.4
5/1/2019 8:30,13.04,55.472
5/1/2019 8:35,13.04,55.472
5/1/2019 8:40,13.12,55.616
5/1/2019 8:45,13,55.4
5/1/2019 8:50,13.08,55.544
5/1/2019 8:55,13.12,55.616
5/1/2019 9:00,13.04,55.472
5/1/2019 9:05,13,55.4
5/1/2019 9:10,13,55.4
5/1/2019 9:15,12.95,55.31
5/1/2019 9:20,13,55.4
5/1/2019 9:25,12.91,55.238
5/1/2019 9:30,13.04,55.472
5/1/2019 9:35,12.95,55.31
5/1/2019 9:40,13,55.4
5/1/2019 9:45,12.95,55.31
5/1/2019 9:50,12.91,55.238
5/1/2019 9:55,12.91,55.238
5/1/2019 10:00,12.91,55.238
5/1/2019 10:05,12.95,55.31
5/1/2019 10:10,12.91,55.238
5/1/2019 10:15,12.91,55.238
5/1/2019 10:20,12.91,55.238
5/1/2019 10:25,12.91,55.238
5/1/2019 10:30,12.91,55.238
5/1/2019 10:35,12.95,55.31
5/1/2019 10:40,12.95,55.31
5/1/2019 10:45,12.91,55.238
5/1/2019 10:50,12.87,55.166
5/1/2019 10:55,12.91,55.238
5/1/2019 11:00,12.91,55.238
5/1/2019 11:05,12.87,55.166
5/1/2019 11:10,12.87,55.166
5/1/2019 11:15,12.82,55.076
5/1/2019 11:20,12.82,55.076
5/1/2019 11:25,12.91,55.238
5/1/2019 11:30,12.82,55.076
5/1/2019 11:35,12.87,55.166
5/1/2019 11:40,12.91,55.238
5/1/2019 11:45,12.95,55.31
5/1/2019 11:50,12.91,55.238
5/1/2019 11:55,12.87,55.166
5/1/2019 12:00,12.91,55.238
5/1/2019 12:05,13,55.4
5/1/2019 12:10,13,55.4
5/1/2019 12:15,12.95,55.31
5/1/2019 12:20,12.91,55.238
5/1/2019 12:25,13.04,55.472
5/1/2019 12:30,13.04,55.472
5/1/2019 12:35,13.04,55.472
5/1/2019 12:40,13,55.4
5/1/2019 12:45,13.04,55.472
5/1/2019 12:50,12.95,55.31
5/1/2019 12:55,12.95,55.31
5/1/2019 13:00,13.08,55.544
5/1/2019 13:05,13.17,55.706
5/1/2019 13:10,13.17,55.706
5/1/2019 13:15,13.17,55.706
5/1/2019 13:20,13.25,55.85
5/1/2019 13:25,13.3,55.94
5/1/2019 13:30,13.25,55.85
5/1/2019 13:35,13.34,56.012
5/1/2019 13:40,13.43,56.174
5/1/2019 13:45,13.34,56.012
5/1/2019 13:50,13.3,55.94
5/1/2019 13:55,13.3,55.94
5/1/2019 14:00,13.47,56.246
5/1/2019 14:05,13.51,56.318
5/1/2019 14:10,13.47,56.246
5/1/2019 14:15,13.47,56.246
5/1/2019 14:20,13.55,56.39
5/1/2019 14:25,13.47,56.246
5/1/2019 14:30,13.51,56.318
5/1/2019 14:35,13.55,56.39
5/1/2019 14:40,13.47,56.246
5/1/2019 14:45,13.6,56.48
5/1/2019 14:50,13.51,56.318
5/1/2019 14:55,13.51,56.318
5/1/2019 15:00,13.55,56.39
5/1/2019 15:05,13.6,56.48
5/1/2019 15:10,13.6,56.48
5/1/2019 15:15,13.55,56.39
5/1/2019 15:20,13.68,56.624
5/1/2019 15:25,13.6,56.48
5/1/2019 15:30,13.64,56.552
5/1/2019 15:35,13.64,56.552
5/1/2019 15:40,13.47,56.246
5/1/2019 15:45,13.6,56.48
5/1/2019 15:50,13.64,56.552
5/1/2019 15:55,13.6,56.48
5/1/2019 16:00,13.68,56.624
5/1/2019 16:05,13.81,56.858
5/1/2019 16:10,13.73,56.714
5/1/2019 16:15,13.81,56.858
5/1/2019 16:20,13.81,56.858
5/1/2019 16:25,13.9,57.02
5/1/2019 16:30,13.9,57.02
5/1/2019 16:35,13.85,56.93
5/1/2019 16:40,13.73,56.714
5/1/2019 16:45,13.77,56.786
5/1/2019 16:50,13.81,56.858
5/1/2019 16:55,13.85,56.93
5/1/2019 17:00,13.81,56.858
5/1/2019 17:05,13.94,57.092
5/1/2019 17:10,13.94,57.092
5/1/2019 17:15,13.81,56.858
5/1/2019 17:20,13.94,57.092
5/1/2019 17:25,13.98,57.164
5/1/2019 17:30,13.85,56.93
5/1/2019 17:35,14.03,57.254
5/1/2019 17:40,13.98,57.164
5/1/2019 17:45,14.07,57.326
5/1/2019 17:50,14.07,57.326
5/1/2019 17:55,14.15,57.47
5/1/2019 18:00,14.24,57.632
5/1/2019 18:05,14.41,57.938
5/1/2019 18:10,14.37,57.866
5/1/2019 18:15,14.41,57.938
5/1/2019 18:20,14.37,57.866
5/1/2019 18:25,14.33,57.794
5/1/2019 18:30,14.33,57.794
5/1/2019 18:35,14.37,57.866
5/1/2019 18:40,14.5,58.1
5/1/2019 18:45,14.5,58.1
5/1/2019 18:50,14.41,57.938
5/1/2019 18:55,14.28,57.704
5/1/2019 19:00,14.41,57.938
5/1/2019 19:05,14.24,57.632
5/1/2019 19:10,14.15,57.47
5/1/2019 19:15,14.33,57.794
5/1/2019 19:20,14.37,57.866
5/1/2019 19:25,14.45,58.01
5/1/2019 19:30,14.37,57.866
5/1/2019 19:35,14.28,57.704
5/1/2019 19:40,14.37,57.866
5/1/2019 19:45,14.41,57.938
5/1/2019 19:50,14.37,57.866
5/1/2019 19:55,14.28,57.704
5/1/2019 20:00,14.33,57.794
5/1/2019 20:05,14.41,57.938
5/1/2019 20:10,14.33,57.794
5/1/2019 20:15,14.33,57.794
5/1/2019 20:20,14.24,57.632
5/1/2019 20:25,14.28,57.704
5/1/2019 20:30,14.2,57.56
5/1/2019 20:35,14.24,57.632
5/1/2019 20:40,14.2,57.56
5/1/2019 20:45,14.15,57.47
5/1/2019 20:50,14.11,57.398
5/1/2019 20:55,14.07,57.326
5/1/2019 21:00,14.03,57.254
5/1/2019 21:05,13.98,57.164
5/1/2019 21:10,13.94,57.092
5/1/2019 21:15,13.9,57.02
5/1/2019 21:20,13.9,57.02
5/1/2019 21:25,13.85,56.93
5/1/2019 21:30,13.9,57.02
5/1/2019 21:35,13.81,56.858
5/1/2019 21:40,13.85,56.93
5/1/2019 21:45,13.77,56.786
5/1/2019 21:50,13.77,56.786
5/1/2019 21:55,13.68,56.624
5/1/2019 22:00,13.6,56.48
5/1/2019 22:05,13.64,56.552
5/1/2019 22:10,13.6,56.48
5/1/2019 22:15,13.6,56.48
5/1/2019 22:20,13.6,56.48
5/1/2019 22:25,13.51,56.318
5/1/2019 22:30,13.51,56.318
5/1/2019 22:35,13.51,56.318
5/1/2019 22:40,13.51,56.318
5/1/2019 22:45,13.38,56.084
5/1/2019 22:50,13.34,56.012
5/1/2019 22:55,13.43,56.174
5/1/2019 23:00,13.43,56.174
5/1/2019 23:05,13.38,56.084
5/1/2019 23:10,13.34,56.012
5/1/2019 23:15,13.34,56.012
5/1/2019 23:20,13.34,56.012
5/1/2019 23:25,13.25,55.85
5/1/2019 23:30,13.3,55.94
5/1/2019 23:35,13.25,55.85
5/1/2019 23:40,13.25,55.85
5/1/2019 23:45,13.21,55.778
5/1/2019 23:50,13.17,55.706
5/1/2019 23:55,13.17,55.706
5/2/2019 0:00,13.12,55.616
5/2/2019 0:05,13.12,55.616
5/2/2019 0:10,13.12,55.616
5/2/2019 0:15,13.08,55.544
5/2/2019 0:20,13.08,55.544
5/2/2019 0:25,13.08,55.544
5/2/2019 0:30,13,55.4
5/2/2019 0:35,13.04,55.472
5/2/2019 0:40,13,55.4
5/2/2019 0:45,13,55.4
5/2/2019 0:50,13,55.4
5/2/2019 0:55,12.95,55.31
5/2/2019 1:00,13,55.4
5/2/2019 1:05,12.91,55.238
5/2/2019 1:10,12.87,55.166
5/2/2019 1:15,12.91,55.238
5/2/2019 1:20,12.87,55.166
5/2/2019 1:25,12.91,55.238
5/2/2019 1:30,12.82,55.076
5/2/2019 1:35,12.82,55.076
5/2/2019 1:40,12.82,55.076
5/2/2019 1:45,12.82,55.076
5/2/2019 1:50,12.87,55.166
5/2/2019 1:55,12.78,55.004
5/2/2019 2:00,12.87,55.166
5/2/2019 2:05,12.82,55.076
5/2/2019 2:10,12.82,55.076
5/2/2019 2:15,12.82,55.076
5/2/2019 2:20,12.78,55.004
5/2/2019 2:25,12.74,54.932
5/2/2019 2:30,12.7,54.86
5/2/2019 2:35,12.78,55.004
5/2/2019 2:40,12.74,54.932
5/2/2019 2:45,12.74,54.932
5/2/2019 2:50,12.65,54.77
5/2/2019 2:55,12.65,54.77
5/2/2019 3:00,12.65,54.77
5/2/2019 3:05,12.7,54.86
5/2/2019 3:10,12.74,54.932
5/2/2019 3:15,12.7,54.86
5/2/2019 3:20,12.65,54.77
5/2/2019 3:25,12.7,54.86
5/2/2019 3:30,12.65,54.77
5/2/2019 3:35,12.7,54.86
5/2/2019 3:40,12.7,54.86
5/2/2019 3:45,12.7,54.86
5/2/2019 3:50,12.7,54.86
5/2/2019 3:55,12.65,54.77
5/2/2019 4:00,12.61,54.698
5/2/2019 4:05,12.65,54.77
5/2/2019 4:10,12.65,54.77
5/2/2019 4:15,12.61,54.698
5/2/2019 4:20,12.61,54.698
5/2/2019 4:25,12.57,54.626
5/2/2019 4:30,12.61,54.698
5/2/2019 4:35,12.61,54.698
5/2/2019 4:40,12.61,54.698
5/2/2019 4:45,12.57,54.626
5/2/2019 4:50,12.57,54.626
5/2/2019 4:55,12.57,54.626
5/2/2019 5:00,12.61,54.698
5/2/2019 5:05,12.52,54.536
5/2/2019 5:10,12.52,54.536
5/2/2019 5:15,12.52,54.536
5/2/2019 5:20,12.52,54.536
5/2/2019 5:25,12.57,54.626
5/2/2019 5:30,12.52,54.536
5/2/2019 5:35,12.57,54.626
5/2/2019 5:40,12.52,54.536
5/2/2019 5:45,12.57,54.626
5/2/2019 5:50,12.52,54.536
5/2/2019 5:55,12.48,54.464
5/2/2019 6:00,12.48,54.464
5/2/2019 6:05,12.48,54.464
5/2/2019 6:10,12.48,54.464
5/2/2019 6:15,12.48,54.464
5/2/2019 6:20,12.48,54.464
5/2/2019 6:25,12.44,54.392
5/2/2019 6:30,12.48,54.464
5/2/2019 6:35,12.44,54.392
5/2/2019 6:40,12.48,54.464
5/2/2019 6:45,12.48,54.464
5/2/2019 6:50,12.48,54.464
5/2/2019 6:55,12.48,54.464
5/2/2019 7:00,12.44,54.392
5/2/2019 7:05,12.48,54.464
5/2/2019 7:10,12.44,54.392
5/2/2019 7:15,12.44,54.392
5/2/2019 7:20,12.44,54.392
5/2/2019 7:25,12.44,54.392
5/2/2019 7:30,12.4,54.32
5/2/2019 7:35,12.44,54.392
5/2/2019 7:40,12.4,54.32
5/2/2019 7:45,12.44,54.392
5/2/2019 7:50,12.44,54.392
5/2/2019 7:55,12.4,54.32
5/2/2019 8:00,12.35,54.23
5/2/2019 8:05,12.4,54.32
5/2/2019 8:10,12.4,54.32
5/2/2019 8:15,12.35,54.23
5/2/2019 8:20,12.35,54.23
5/2/2019 8:25,12.4,54.32
5/2/2019 8:30,12.4,54.32
5/2/2019 8:35,12.35,54.23
5/2/2019 8:40,12.35,54.23
5/2/2019 8:45,12.35,54.23
5/2/2019 8:50,12.27,54.086
5/2/2019 8:55,12.22,53.996
5/2/2019 9:00,12.22,53.996
5/2/2019 9:05,12.27,54.086
5/2/2019 9:10,12.22,53.996
5/2/2019 9:15,12.22,53.996
5/2/2019 9:20,12.31,54.158
5/2/2019 9:25,12.35,54.23
5/2/2019 9:30,12.31,54.158
5/2/2019 9:35,12.22,53.996
5/2/2019 9:40,12.22,53.996
5/2/2019 9:45,12.31,54.158
5/2/2019 9:50,12.31,54.158
5/2/2019 9:55,12.35,54.23
5/2/2019 10:00,12.35,54.23
5/2/2019 10:05,12.35,54.23
5/2/2019 10:10,12.35,54.23
5/2/2019 10:15,12.44,54.392
5/2/2019 10:20,12.4,54.32
5/2/2019 10:25,12.4,54.32
5/2/2019 10:30,12.44,54.392
5/2/2019 10:35,12.4,54.32
5/2/2019 10:40,12.44,54.392
5/2/2019 10:45,12.4,54.32
5/2/2019 10:50,12.4,54.32
5/2/2019 10:55,12.44,54.392
5/2/2019 11:00,12.48,54.464
5/2/2019 11:05,12.48,54.464
5/2/2019 11:10,12.52,54.536
5/2/2019 11:15,12.48,54.464
5/2/2019 11:20,12.57,54.626
5/2/2019 11:25,12.57,54.626
5/2/2019 11:30,12.65,54.77
5/2/2019 11:35,12.61,54.698
5/2/2019 11:40,12.65,54.77
5/2/2019 11:45,12.7,54.86
5/2/2019 11:50,12.65,54.77
5/2/2019 11:55,12.74,54.932
5/2/2019 12:00,12.82,55.076
5/2/2019 12:05,12.87,55.166
5/2/2019 12:10,12.87,55.166
5/2/2019 12:15,12.87,55.166
5/2/2019 12:20,12.95,55.31
5/2/2019 12:25,13.08,55.544
5/2/2019 12:30,13.12,55.616
5/2/2019 12:35,13.17,55.706
5/2/2019 12:40,13.21,55.778
5/2/2019 12:45,13.25,55.85
5/2/2019 12:50,13.25,55.85
5/2/2019 12:55,13.3,55.94
5/2/2019 13:00,13.34,56.012
5/2/2019 13:05,13.38,56.084
5/2/2019 13:10,13.51,56.318
5/2/2019 13:15,13.51,56.318
5/2/2019 13:20,13.55,56.39
5/2/2019 13:25,13.64,56.552
5/2/2019 13:30,13.73,56.714
5/2/2019 13:35,13.81,56.858
5/2/2019 13:40,13.94,57.092
5/2/2019 13:45,14.07,57.326
5/2/2019 13:50,14.15,57.47
5/2/2019 13:55,14.2,57.56
5/2/2019 14:00,14.24,57.632
5/2/2019 14:05,14.37,57.866
5/2/2019 14:10,14.37,57.866
5/2/2019 14:15,14.5,58.1
5/2/2019 14:20,14.41,57.938
5/2/2019 14:25,14.58,58.244
5/2/2019 14:30,14.63,58.334
5/2/2019 14:35,14.71,58.478
5/2/2019 14:40,14.84,58.712
5/2/2019 14:45,15.01,59.018
5/2/2019 14:50,15.14,59.252
5/2/2019 14:55,15.36,59.648
5/2/2019 15:00,15.53,59.954
5/2/2019 15:05,15.66,60.188
5/2/2019 15:10,15.87,60.566
5/2/2019 15:15,16,60.8
5/2/2019 15:20,16.13,61.034
5/2/2019 15:25,16.26,61.268
5/2/2019 15:30,16.51,61.718
5/2/2019 15:35,16.73,62.114
5/2/2019 15:40,16.73,62.114
5/2/2019 15:45,16.81,62.258
5/2/2019 15:50,16.81,62.258
5/2/2019 15:55,16.86,62.348
5/2/2019 16:00,16.9,62.42
5/2/2019 16:05,17.03,62.654
5/2/2019 16:10,17.07,62.726
5/2/2019 16:15,17.24,63.032
5/2/2019 16:20,17.33,63.194
5/2/2019 16:25,17.54,63.572
5/2/2019 16:30,17.54,63.572
5/2/2019 16:35,17.59,63.662
5/2/2019 16:40,17.63,63.734
5/2/2019 16:45,17.84,64.112
5/2/2019 16:50,17.93,64.274
5/2/2019 16:55,18.02,64.436
5/2/2019 17:00,18.14,64.652
5/2/2019 17:05,18.32,64.976
5/2/2019 17:10,18.4,65.12
5/2/2019 17:15,18.44,65.192
5/2/2019 17:20,18.7,65.66
5/2/2019 17:25,18.74,65.732
5/2/2019 17:30,18.79,65.822
5/2/2019 17:35,18.79,65.822
5/2/2019 17:40,18.92,66.056
5/2/2019 17:45,19.13,66.434
5/2/2019 17:50,19.35,66.83
5/2/2019 17:55,19.86,67.748
5/2/2019 18:00,20.16,68.288
5/2/2019 18:05,20.42,68.756
5/2/2019 18:10,21.79,71.222
5/2/2019 18:15,22.13,71.834
5/2/2019 18:20,22.48,72.464
5/2/2019 18:25,22.65,72.77
5/2/2019 18:30,22.65,72.77
5/2/2019 18:35,21.92,71.456
5/2/2019 18:40,21.75,71.15
5/2/2019 18:45,21.7,71.06
5/2/2019 18:50,22.65,72.77
5/2/2019 18:55,22.56,72.608
5/2/2019 19:00,21.36,70.448
5/2/2019 19:05,20.76,69.368
5/2/2019 19:10,20.85,69.53
5/2/2019 19:15,20.85,69.53
5/2/2019 19:20,20.85,69.53
5/2/2019 19:25,20.76,69.368
5/2/2019 19:30,21.49,70.682
5/2/2019 19:35,21.45,70.61
5/2/2019 19:40,22.61,72.698
5/2/2019 19:45,21.96,71.528
5/2/2019 19:50,22.86,73.148
5/2/2019 19:55,22.65,72.77
5/2/2019 20:00,21.36,70.448
5/2/2019 20:05,20.93,69.674
5/2/2019 20:10,20.98,69.764
5/2/2019 20:15,20.72,69.296
5/2/2019 20:20,20.5,68.9
5/2/2019 20:25,20.5,68.9
5/2/2019 20:30,20.2,68.36
5/2/2019 20:35,20.16,68.288
5/2/2019 20:40,20.16,68.288
5/2/2019 20:45,20.12,68.216
5/2/2019 20:50,19.95,67.91
5/2/2019 20:55,19.73,67.514
5/2/2019 21:00,19.77,67.586
5/2/2019 21:05,19.73,67.514
5/2/2019 21:10,19.65,67.37
5/2/2019 21:15,19.56,67.208
5/2/2019 21:20,19.52,67.136
5/2/2019 21:25,19.43,66.974
5/2/2019 21:30,19.39,66.902
5/2/2019 21:35,19.39,66.902
5/2/2019 21:40,19.39,66.902
5/2/2019 21:45,19.43,66.974
5/2/2019 21:50,19.39,66.902
5/2/2019 21:55,19.39,66.902
5/2/2019 22:00,19.35,66.83
5/2/2019 22:05,19.35,66.83
5/2/2019 22:10,19.43,66.974
5/2/2019 22:15,19.47,67.046
5/2/2019 22:20,19.3,66.74
5/2/2019 22:25,19.26,66.668
5/2/2019 22:30,19.26,66.668
5/2/2019 22:35,19.22,66.596
5/2/2019 22:40,19.13,66.434
5/2/2019 22:45,18.96,66.128
5/2/2019 22:50,18.87,65.966
5/2/2019 22:55,18.79,65.822
5/2/2019 23:00,18.74,65.732
5/2/2019 23:05,18.7,65.66
5/2/2019 23:10,18.57,65.426
5/2/2019 23:15,18.44,65.192
5/2/2019 23:20,18.49,65.282
5/2/2019 23:25,18.36,65.048
5/2/2019 23:30,18.27,64.886
5/2/2019 23:35,18.23,64.814
5/2/2019 23:40,18.19,64.742
5/2/2019 23:45,18.06,64.508
5/2/2019 23:50,18.02,64.436
5/2/2019 23:55,17.93,64.274
5/3/2019 0:00,17.84,64.112
5/3/2019 0:05,17.76,63.968
5/3/2019 0:10,17.67,63.806
5/3/2019 0:15,17.63,63.734
5/3/2019 0:20,17.54,63.572
5/3/2019 0:25,17.5,63.5
5/3/2019 0:30,17.46,63.428
5/3/2019 0:35,17.41,63.338
5/3/2019 0:40,17.33,63.194
5/3/2019 0:45,17.29,63.122
5/3/2019 0:50,17.16,62.888
5/3/2019 0:55,17.11,62.798
5/3/2019 1:00,17.07,62.726
5/3/2019 1:05,16.9,62.42
5/3/2019 1:10,16.9,62.42
5/3/2019 1:15,16.9,62.42
5/3/2019 1:20,16.77,62.186
5/3/2019 1:25,16.73,62.114
5/3/2019 1:30,16.64,61.952
5/3/2019 1:35,16.56,61.808
5/3/2019 1:40,16.51,61.718
5/3/2019 1:45,16.34,61.412
5/3/2019 1:50,16.34,61.412
5/3/2019 1:55,16.26,61.268
5/3/2019 2:00,16.21,61.178
5/3/2019 2:05,16.13,61.034
5/3/2019 2:10,16.08,60.944
5/3/2019 2:15,16,60.8
5/3/2019 2:20,15.96,60.728
5/3/2019 2:25,15.91,60.638
5/3/2019 2:30,15.87,60.566
5/3/2019 2:35,15.83,60.494
5/3/2019 2:40,15.78,60.404
5/3/2019 2:45,15.7,60.26
5/3/2019 2:50,15.7,60.26
5/3/2019 2:55,15.66,60.188
5/3/2019 3:00,15.61,60.098
5/3/2019 3:05,15.53,59.954
5/3/2019 3:10,15.48,59.864
5/3/2019 3:15,15.44,59.792
5/3/2019 3:20,15.48,59.864
5/3/2019 3:25,15.44,59.792
5/3/2019 3:30,15.36,59.648
5/3/2019 3:35,15.36,59.648
5/3/2019 3:40,15.31,59.558
5/3/2019 3:45,15.27,59.486
5/3/2019 3:50,15.23,59.414
5/3/2019 3:55,15.23,59.414
5/3/2019 4:00,15.18,59.324
5/3/2019 4:05,15.14,59.252
5/3/2019 4:10,15.06,59.108
5/3/2019 4:15,15.1,59.18
5/3/2019 4:20,15.06,59.108
5/3/2019 4:25,14.97,58.946
5/3/2019 4:30,14.93,58.874
5/3/2019 4:35,14.93,58.874
5/3/2019 4:40,14.88,58.784
5/3/2019 4:45,14.84,58.712
5/3/2019 4:50,14.84,58.712
5/3/2019 4:55,14.8,58.64
5/3/2019 5:00,14.71,58.478
5/3/2019 5:05,14.71,58.478
5/3/2019 5:10,14.71,58.478
5/3/2019 5:15,14.67,58.406
5/3/2019 5:20,14.67,58.406
5/3/2019 5:25,14.67,58.406
5/3/2019 5:30,14.63,58.334
5/3/2019 5:35,14.54,58.172
5/3/2019 5:40,14.54,58.172
5/3/2019 5:45,14.5,58.1
5/3/2019 5:50,14.45,58.01
5/3/2019 5:55,14.45,58.01
5/3/2019 6:00,14.45,58.01
5/3/2019 6:05,14.41,57.938
5/3/2019 6:10,14.33,57.794
5/3/2019 6:15,14.33,57.794
5/3/2019 6:20,14.33,57.794
5/3/2019 6:25,14.28,57.704
5/3/2019 6:30,14.28,57.704
5/3/2019 6:35,14.15,57.47
5/3/2019 6:40,14.24,57.632
5/3/2019 6:45,14.2,57.56
5/3/2019 6:50,14.24,57.632
5/3/2019 6:55,14.2,57.56
5/3/2019 7:00,14.11,57.398
5/3/2019 7:05,14.15,57.47
5/3/2019 7:10,14.07,57.326
5/3/2019 7:15,14.03,57.254
5/3/2019 7:20,13.9,57.02
5/3/2019 7:25,13.85,56.93
5/3/2019 7:30,13.85,56.93
5/3/2019 7:35,13.9,57.02
5/3/2019 7:40,13.9,57.02
5/3/2019 7:45,13.81,56.858
5/3/2019 7:50,13.85,56.93
5/3/2019 7:55,13.85,56.93
5/3/2019 8:00,13.77,56.786
5/3/2019 8:05,13.85,56.93
5/3/2019 8:10,13.85,56.93
5/3/2019 8:15,13.81,56.858
5/3/2019 8:20,13.68,56.624
5/3/2019 8:25,13.77,56.786
5/3/2019 8:30,13.77,56.786
5/3/2019 8:35,13.77,56.786
5/3/2019 8:40,13.73,56.714
5/3/2019 8:45,13.68,56.624
5/3/2019 8:50,13.64,56.552
5/3/2019 8:55,13.64,56.552
5/3/2019 9:00,13.64,56.552
5/3/2019 9:05,13.64,56.552
5/3/2019 9:10,13.6,56.48
5/3/2019 9:15,13.6,56.48
5/3/2019 9:20,13.64,56.552
5/3/2019 9:25,13.51,56.318
5/3/2019 9:30,13.43,56.174
5/3/2019 9:35,13.51,56.318
5/3/2019 9:40,13.47,56.246
5/3/2019 9:45,13.47,56.246
5/3/2019 9:50,13.43,56.174
5/3/2019 9:55,13.38,56.084
5/3/2019 10:00,13.38,56.084
5/3/2019 10:05,13.43,56.174
5/3/2019 10:10,13.38,56.084
5/3/2019 10:15,13.38,56.084
5/3/2019 10:20,13.34,56.012
5/3/2019 10:25,13.34,56.012
5/3/2019 10:30,13.3,55.94
5/3/2019 10:35,13.34,56.012
5/3/2019 10:40,13.3,55.94
5/3/2019 10:45,13.3,55.94
5/3/2019 10:50,13.25,55.85
